Date    ,Time  ,
07/09/21 ,12:33
07/09/21 ,12:33
07/09/21 ,12:33
07/09/21 ,12:35
07/09/21 ,12:37
07/09/21 ,12:38
07/09/21 ,12:38
07/09/21 ,12:48
07/09/21 ,12:49
07/09/21 ,12:54
07/09/21 ,12:54
07/09/21 ,12:54
07/09/21 ,12:54
07/09/21 ,12:58
07/09/21 ,12:58
07/09/21 ,12:59
07/09/21 ,12:59
07/09/21 ,12:59
07/09/21 ,12:59
07/09/21 ,12:59
07/09/21 ,13:00
07/09/21 ,13:00
07/09/21 ,13:01
07/09/21 ,13:01
07/09/21 ,13:01
07/09/21 ,13:01
07/09/21 ,13:14
07/09/21 ,13:24
07/09/21 ,13:24
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:25
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:26
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:27
07/09/21 ,13:28
07/09/21 ,13:30
07/09/21 ,13:30
07/09/21 ,13:54
07/09/21 ,13:55
07/09/21 ,14:26
07/09/21 ,15:41
07/09/21 ,15:41
07/09/21 ,15:43
07/09/21 ,15:44
07/09/21 ,15:47
07/09/21 ,15:47
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:48
07/09/21 ,15:49
07/09/21 ,15:49
07/09/21 ,15:50
07/09/21 ,15:50
07/09/21 ,15:50
07/09/21 ,15:50
07/09/21 ,15:53
07/09/21 ,15:54
07/09/21 ,15:54
07/09/21 ,15:55
07/09/21 ,15:55
07/09/21 ,15:55
07/09/21 ,15:55
07/09/21 ,15:56
07/09/21 ,15:56
07/09/21 ,15:57
07/09/21 ,15:57
07/09/21 ,15:57
07/09/21 ,15:58
07/09/21 ,15:58
07/09/21 ,15:59
07/09/21 ,16:03
07/09/21 ,16:16
07/09/21 ,16:16
07/09/21 ,16:34
07/09/21 ,16:34
07/09/21 ,16:37
07/09/21 ,16:42
07/09/21 ,16:44
07/09/21 ,16:45
07/09/21 ,16:45
07/09/21 ,16:45
07/09/21 ,16:48
07/09/21 ,16:48
07/09/21 ,16:49
07/09/21 ,16:49
07/09/21 ,16:50
07/09/21 ,16:50
07/09/21 ,16:50
07/09/21 ,16:50
07/09/21 ,16:51
07/09/21 ,16:51
07/09/21 ,16:51
07/09/21 ,16:52
07/09/21 ,16:52
07/09/21 ,16:52
07/09/21 ,16:52
07/09/21 ,16:52
07/09/21 ,16:53
07/09/21 ,16:54
07/09/21 ,16:55
07/09/21 ,16:55
07/09/21 ,16:56
07/09/21 ,16:56
07/09/21 ,16:56
07/09/21 ,16:56
07/09/21 ,16:57
07/09/21 ,16:57
07/09/21 ,16:58
07/09/21 ,16:58
07/09/21 ,16:58
07/09/21 ,16:59
07/09/21 ,16:59
07/09/21 ,16:59
